Alquiler,Alquiler_construccion,Alquiler_terreno,Altura,Bano,Categoria,Direccion_exacta,Enviado,Localizacion,Niveles,Parking,Piscina,Piso_numero,Precio,Recamaras,Tamano_lote,Tipo_piso,Tipo_vivienda,Titulo,m2_construccion,tiempo_construccion
6000,10.35,8.2,3,4.5,Casas,Santa Maria,18/09/2019,Santa María,731.15,3,si,0,0,4,731.15,Mármol,terraza,"Casas en Santa María | CASA EN SANTA MARIA EN $6,000.00 ALQUILER /VENTA $1,850,000.00",579.66,2018
2500,7.81,5,0,3.5,Casas,SAN FRANCISCO,18/09/2019,San Francisco,500,2,si,0,0,3,500,,terraza,Casas en San Francisco | DUPLEX PARA VIVIR O COMERCIAL,320,
6000,8.2,8.2,6.3,6,Casas,COSTA DEL ESTE,16/09/2019,Santa María,731.15,3,no,2,0,4,731.15,Porcelanato,terraza,Casas en Santa María | SE ALQUILA CASA EN RESIDENCIA SANTAMARIA FAIRWAY ESTATES COSTA DEL ESTE,731.15,2015
3800,10.58,7.6,2.4,3.5,Casas,Clayton,08/09/2019,Clayton,500,2,no,0,0,3,500,Mármol,terraza,Casas en Clayton | ALQUILO CASA TOWNHOUSE CLAYTON HEIGHTS,359,2015
4500,11.84,6.92,2,6,Casas,Albrook,31/08/2019,Albrook,650,2,si,2,0,5,650,Mármol,terraza,"Casas en Albrook | ALQUILO/ VENDO CASA AMOBLADA CON PISCINA $4,500 $600,000",380,40
3800,11.24,0,0,4.5,Casas,"Avenida Centenario, detras de AltaPlaza Mall, residencial Altos del Parqur",29/08/2019,Ancón,1497390,2,no,0,0,4,1497390,Granito,terraza,Casas en Ancón | SE ALQUILA CASA EN ALTOS DEL PARQUE DETRAS DE ALTA PLAZA,338,Recien construida
7500,12.5,9.37,2.4,4.5,Casas,Clayton,23/08/2019,Clayton,800,4,si,1,0,4,800,Porcelanato,terraza,"Casas en Clayton | Embassy Club casa Remodelada alquiler $ 7,500.oo",600,2012
800,0,0,0,3,Casas,,17/08/2019,Las Cumbres,0,2,no,0,0,3,0,,,Casas en Las Cumbres | RES. COLINAS DEL ROCIO,0,
9995,0,11.1,0,4.5,Casas,,10/08/2019,Santa María,0,4,no,0,0,4,900,,,"Casas en Santa María | Casa en Santa María, Fairways Estates, Panamá",0,
3400,0,12.23,0,3.5,Casas,,01/08/2019,San Francisco,0,2,no,0,0,3,278,,,Casas en San Francisco | Casa en San Francisco,0,2018
4000,0,0,0,3.5,Casas,Clayton,31/07/2019,Clayton,,2,no,0,0,3,0,,,"Casas en Clayton | ALQUILO CASA EN CLAYTON, AMOBLADA.",0,
260,0,0,0,1,Casas,,27/07/2019,Nuevo Tocumen,0,2,no,0,0,1,0,,,Casas en Nuevo Tocumen | Alquilo casa en 260 mensual,0,
4500,7.5,0,0,3.5,Casas,"BELLA VISTA, DETRAS DEL RIBA SMITH",26/07/2019,Bella Vista,,6,no,0,0,6,0,,,Casas en Bella Vista | ALQUILER DE CASA PARA USO COMERCIAL,600,
2000,0,0,0,7,Casas,,26/07/2019,Villa de las Fuentes,0,3,no,0,0,6,0,,,Casas en Villa de las Fuentes | CALLE SIN SALIDA SE ALQUILA CASA DE 4 NIVELES,0,
5000,15.41,12.13,0,3.5,Casas,,23/07/2019,Ancón,0,2,no,0,0,3,411.93,,,Casas en Ancón | CASA EN ALQUILER EN EMBASSY CLUB,324.26,
3500,0,0,0,3.5,Casas,,10/07/2019,Costa del Este,0,2,si,0,0,3,0,,balcón,Casas en Costa del Este | Casa para alquiler en Costa del Este. NEGOCIABLE,0,
400,0,0,0,1,Casas,,15/06/2019,Santa Ana,0,8,no,0,0,2,0,,,Casas en Santa Ana | ALQUILO APARTAMENTO HUERTA SANDOVAL SANTA ANA 400 X MES 67427430 WHATSAPP,0,
5500,11.95,6.87,0,4,Casas,Santa Maria,03/06/2019,Santa María,0,4,no,0,0,3,800,,,Casas en Santa María | Fairway Estates - Santa Maria - Luxury Golf Condominium,460,
3500,9.66,0,0,4,Casas,Santa Maria,03/06/2019,Santa María,0,2,si,0,0,3,0,,balcón,Casas en Santa María | The Grove - Santa Maria - Luxury Golf Condominium,362,
345,0,0,0,1,Casas,Altos de Cerro Azul,27/05/2019,Chilibre,0,6,no,0,0,4,0,,,Casas en Chilibre | Alquilo Casa de Campo / Extraordinario Clima,0,7
4200,0,0,0,3.5,Casas,,06/05/2019,Costa del Este,0,2,no,0,0,3,0,,,Casas en Costa del Este | CASA en PALMERAS - COSTA DEL ESTE PARA VENTA Y ALQUILER,0,
2500,12.5,7.14,0,3.5,Casas,,23/04/2019,Clayton,350,4,no,0,0,3,350,Cerámica,terraza,"Casas en Clayton | Casa alquiler Clayton - 3r - $2,500",200,
3700,14.06,8.5,0,3.5,Casas,,23/04/2019,Costa del Este,435,2,no,0,0,3,435,Porcelanato,terraza,Casas en Costa del Este | Alquiler de hermosa casa en Costa del Este,263,
4000,0,0,0,4.5,Casas,,10/04/2019,Ancón,0,4,no,0,0,4,0,,,Casas en Ancón | Casa Modelo Corotú en Residencial Altos del Parque,0,
3200,0,0,0,3.5,Casas,,09/04/2019,Santa María,0,4,no,0,0,3,0,,,Casas en Santa María | The Grove - Casa Nueva en Alquiler Santa María,0,
250,0,0,0,1,Casas,,30/03/2019,Chanis,0,1,no,0,0,1,0,,,Casas en Chanis | Alquilo cuarto,0,
270,0,0,0,1,Casas,,19/03/2019,Chepo,,1,no,0,0,2,0,Cerámica,,Casas en Chepo | SE ALQUILA CASA EN LOS PORTALES,0,
1350,5.62,3,0,2.5,Casas,Balboa,07/03/2019,Balboa,0,2,no,0,0,3,450,,balcón,Casas en Balboa | Casa remodelada en Balboa lista para ocupar,240,
1100,0,0,0,2,Casas,,22/02/2019,Brisas del Golf,0,2,no,0,0,3,0,,,Casas en Brisas del Golf | SE ALQUILA CASA EN BRISAS DEL GOLD,0,
2400,5.7,0,0,2.5,Casas,La Alameda,19/02/2019,La Alameda,0,2,no,0,0,4,0,,terraza,"Casas en La Alameda | Se alquila casa en La Alameda, Bethania",421,
3300,10.92,10.92,2.8,3.5,Casas,,22/01/2019,Amador,302,3,no,0,0,3,302,,terraza,Casas en Amador | Se Alquila · Vende | Apartamento | Amador,302,
1700,0,4.53,0,1,Casas,"Calidonia, Calle 33",19/01/2019,Calidonia,0,2,no,0,0,4,375,,terraza,Casas en Calidonia | Alquilo - Casa Comercial por Avenida Cuba,0,
2200,0,5.17,2.7,4.5,Casas,El Dorado,19/01/2019,El Dorado,425,2,no,0,0,4,425,Porcelanato,terraza,Casas en El Dorado | Alquiler - Casa - El Dorado Altos del Chase Amoblada,0,
1700,0,0,0,3.5,Casas,,17/01/2019,Miraflores,0,3,no,0,0,3,0,,,Casas en Miraflores | Se Alquila | Casa | Miraflores,0,
2200,8.8,5.5,0,3.5,Casas,Clayton,01/01/2019,Clayton,400,3,no,0,0,5,400,Cerámica,terraza,Casas en Clayton | Hermosa casa en Clayton en Alquiler,250,
1400,5.38,4.66,0,2.5,Casas,,28/12/2018,Costa Sur,300,2,si,0,0,3,300,Cerámica,,Casas en Costa Sur | Versalles Modelo Lyon,260,
2000,0,0,0,3,Casas,,20/11/2018,San Francisco,0,2,no,0,0,3,0,,,Casas en San Francisco | ALQUILO CASA EN SAN FRANCISCO,0,
700,0,0,0,2,Casas,,03/10/2018,Las Cumbres,0,1,no,0,0,3,0,,,Casas en Las Cumbres | ***SE ALQUILA CASA LAS CUMBRES BUENA UBICACION***,0,
2500,6.25,6.23,0,4,Casas,"Panamá, Panamá, Bethania, Villa Cáceres, calle río de Janeiro",30/08/2018,Miraflores,0,3,no,0,0,3,400.65,,,Casas en Miraflores | SE ALQUILA AMPLIA Y COMODA RESIDENCIA,400,
2500,0,0,0,2,Casas,,13/06/2018,Ancón,0,4,no,0,0,3,0,,,"Casas en Ancón | Casa alquiler clayton, para alquiler",0,
1000,0,0,0,3,Casas,,22/11/2017,Brisas del Golf,0,2,no,0,0,3,0,,,Casas en Brisas del Golf | ALQUILO CASA EN BRISAS DEL GOLF,0,
1400,0,0,0,3.5,Casas,,19/03/2017,Villa de las Fuentes,0,2,no,0,0,4,0,,,Casas en Villa de las Fuentes | CASA EN VILLA DE LAS FUENTES REMODELADA HERMOSA,0,
4500,0,0,0,4.5,Casas,,06/03/2017,Costa del Este,0,3,no,0,0,4,0,,,"Casas en Costa del Este | COSTA DEL ESTE . BONITA CASA 4REC,PISCINA",0,
3500,3.68,2.69,3,6,Casas,Albrook,03/03/2017,Albrook,1300,4,si,0,0,5,1300,Mármol,terraza,Casas en Albrook | ALQUILER O VENTA MANSION!!,950,8
1200,0,0,0,2,Casas,,25/11/2016,Panamá Provincia,0,1,si,5,0,2,0,,balcón,Casas en Panamá Provincia | CASA EN LA PLAYA PUNTA BARCO,0,2015
1200,0,0,0,3.5,Casas,,06/09/2016,Ciudad de Panamá,,2,no,0,0,3,0,,terraza,"Casas en Ciudad de Panamá | Duplex, barriada cerrada",0,
3800,0,0,0,3.5,Casas,,01/08/2016,Costa del Este,,2,si,0,0,3,0,,terraza,Casas en Costa del Este | COSTA DEL ESTE - COSTA BAY,0,
1300,0,0,0,3,Casas,,11/01/2016,Villa Cáceres,0,2,no,0,0,3,0,,,Casas en Villa Cáceres | Alquilo Casa en La Gloria de Betania,0,
810,4.5,4.5,0,1,Casas,"Villas de Cantabria, Las Acacias Casa 41",07/09/2015,Las Acacias,0,4,no,0,0,3,180,,,"Casas en Las Acacias | Villas de Cantabria, Juan Díaz",180,3 años
3300,0,0,0,2.5,Casas,,23/07/2015,Clayton,0,6,no,0,0,4,0,,,Casas en Clayton | ALQUILO CASA ESPECTACULAR,0,
550,0,0,0,2,Apartamentos,,23/10/2020,Llano Bonito,0,1,no,0,0,3,0,,,Apartamentos en Llano Bonito | SOLO CLIENTES DIRECTOS no WhatsApp ALQUILO HERMOSO LLANO BONITO 3 RECÁMARAS 550$,0,
900,0,0,3,2,Apartamentos,Calle 65 san Francisco .,22/10/2020,San Francisco,0,1,no,0,0,2,0,Otro,balcón,Apartamentos en San Francisco | 60017482 SOLO CLIENTE DIRECTO ALQUILO HERMOSO APARTAMENTO EN SAN FRANCISCO 900$,0,
1200,11.65,0,0,1.5,Apartamentos,Avenida Balboa,22/10/2020,Avenida Balboa,0,1,si,0,0,1,0,Cerámica,balcón,Apartamentos en Avenida Balboa | Hermoso apartamento con 1 recamara en renta ubicado en Avenida Balboa,103,2010
1590,12.51,12.51,0,1.5,Apartamentos,,22/10/2020,Avenida Balboa,0,1,no,0,0,1,127,,,Apartamentos en Avenida Balboa | PROPIETARIO ALQUILA ESPECTACULAR YOO PANAMA AV BALBOA,127,2014
1100,0,0,0,2,Apartamentos,Ciudad de Panamá Bethania Dos Mares,22/10/2020,Dos Mares,0,2,si,0,0,3,0,,,Apartamentos en Dos Mares | Apto AMUEBLADO con L. Blanca y vista hermosa |Dos Mares Pacific Hills,0,
379,9.02,0,0,1,Apartamentos,Vía Fernández de Córdoba PUEBLO NUEVO,22/10/2020,Pueblo Nuevo,0,1,no,0,0,2,0,,,Apartamentos en Pueblo Nuevo | CERCA METRO APARTAMENTO INDEPENDIENTE PRECIO COVID19 42m2,42,
389,10.23,0,0,1,Apartamentos,,22/10/2020,Pueblo Nuevo,0,1,no,1,0,1,0,Cerámica,,Apartamentos en Pueblo Nuevo | PRECIOS COVID19 CERCA TRANSPORTES APARTAMENTO 1 RECAMARA CON BAÑO PRIVADO,38,
950,9.5,0.31,2.85,2,Apartamentos,El Cangrejo a pasos de Estación del Metro,21/10/2020,El Cangrejo,3000,1,si,16,0,3,3000,Cerámica,balcón,Apartamentos en El Cangrejo | A pasos de la Estación del Metro Vía Argentina | 3 Recámaras,100,2011
1200,11.65,0,0,1.5,Apartamentos,,21/10/2020,Avenida Balboa,0,1,si,7,0,1,0,,balcón,Apartamentos en Avenida Balboa | Apartamento PH Bayfront,103,
4500,11.11,0,0,4.5,Apartamentos,Avenida Balboa,21/10/2020,Avenida Balboa,0,2,si,0,0,4,0,Mármol,balcón,Apartamentos en Avenida Balboa | Lujoso apartamento con 4 recamaras para alquiler en Santa María Golf,405,2014
1700,13.6,0,0,1.5,Apartamentos,Avenida Balboa,21/10/2020,Avenida Balboa,0,1,si,0,0,1,0,Mármol,balcón,Apartamentos en Avenida Balboa | Lujoso apartamento modelo B para la renta en piso alto en el Yoo Panama,125,2014
1400,8.23,0,0,1.5,Apartamentos,Punta Pacifica,21/10/2020,Avenida Balboa,0,1,si,0,0,1,0,Mármol,balcón,Apartamentos en Avenida Balboa | Exclusivo LOFT con vista al mar en alquiler ubicado en Punta Pacífica,170,2012
800,10,0,0,1,Apartamentos,Parque Lefevre en Ave. Ernesto T. Lefevre y Ave. Santa Elena,21/10/2020,Panamá Viejo,0,1,no,0,0,2,0,,,Apartamentos en Panamá Viejo | Apartamento 2 Recámaras cerca del Parque Omar,80,
600,0,0,0,1,Apartamentos,campo limbergh,21/10/2020,Campo Limberg,,0,no,0,0,1,0,,,Apartamentos en Campo Limberg | Alquiler de apartamento en Campo limberg,0,
1295,0,0,0,4.5,Apartamentos,,21/10/2020,El Cangrejo,0,2,no,0,0,4,0,,,Apartamentos en El Cangrejo | A ESTRENAR EL CANGREJO 4 REC 4'5 BAÑOS. REBAJADO!!!!,0,
800,8.88,0,0,2,Apartamentos,PH Albrook Park,20/10/2020,Albrook,,2,no,3,0,2,0,Cerámica,balcón,Apartamentos en Albrook | Apartamento Amueblado,90,
1700,17,0.34,2.9,2,Apartamentos,Punta Pacifica,20/10/2020,Punta Pacífica,5000,1,si,45,0,1,5000,Mármol,terraza,Apartamentos en Punta Pacífica | Lujoso Amueblamiento $ 1700 | THE OCEAN CLUB Antiguo Trump,100,2013
800,0,0,0,2,Apartamentos,,20/10/2020,Carrasquilla,0,1,no,0,0,3,0,,,Apartamentos en Carrasquilla | Se alquila apartamento de 3 hab en el PH PLAZA VALENCIA,0,
700,10,0,0,1,Apartamentos,,20/10/2020,Carrasquilla,0,1,si,0,0,2,0,,,Apartamentos en Carrasquilla | APARTAMENTO AMOBLADO EN VIA ESPAÑA Y 12 OCTUBRE ALQUILO/VENDO,70,
850,9.77,0,9,2,Apartamentos,A 400 mts del Parque Omar calle 50,20/10/2020,San Francisco,,1,si,9,0,2,0,Porcelanato,,Apartamentos en San Francisco | Se alquila Apto 2 recamaras 2 baños a pasos del parque Omar,87,4
1100,9.4,9.4,28,2,Apartamentos,El Carmen via Brazil,20/10/2020,El Carmen,117,2,si,28,0,3,117,Porcelanato,balcón,Apartamentos en El Carmen | Se alquila apartamento de 3 recamaras 2 baños nuevo cerca del metro.,117,1
1000,10.41,0,0,1.5,Apartamentos,Avenida Balboa,20/10/2020,Avenida Balboa,0,1,si,0,0,2,0,Cerámica,,Apartamentos en Avenida Balboa | Hermoso apartamento en AVENIDA BALBOA con 2 recamaras,96,
900,8.73,0,0,1.5,Apartamentos,Avenida Balboa,20/10/2020,Avenida Balboa,0,1,si,0,0,1,0,Cerámica,balcón,Apartamentos en Avenida Balboa | Hermoso apartamento con 1 recamara en renta ubicado en Avenida Balboa,103,2014
1600,8.42,0,0,2.5,Apartamentos,Embassy Club,20/10/2020,Clayton,0,2,si,0,0,3,0,Cerámica,balcón,Apartamentos en Clayton | Espacioso apartamento de 3 habitaciones en alquiler en Embassy Club,190,2012
2000,16,0,0,1.5,Apartamentos,Avenida Balboa,20/10/2020,Avenida Balboa,0,1,si,0,0,1,0,Mármol,balcón,Apartamentos en Avenida Balboa | Lujoso apartamento MODELO B para renta en piso ALTO en el Yoo Panama,125,2014
2500,13.88,0,0,2,Apartamentos,Avenida Balboa,20/10/2020,Avenida Balboa,0,2,si,0,0,2,0,Mármol,balcón,Apartamentos en Avenida Balboa | Espacioso apartamento sin amoblar MODELO I para renta en Yoo Panama,180,2014
1600,17.02,0,0,1,Apartamentos,Avenida Balboa,20/10/2020,Avenida Balboa,0,1,si,0,0,1,0,Mármol,balcón,Apartamentos en Avenida Balboa | Hermoso apartamento modelo K totalmente amueblado en alquiler en Yoo&Arts Panama,94,2014
2000,16,0,0,1.5,Apartamentos,Avenida Balboa,20/10/2020,Avenida Balboa,0,1,si,0,0,1,0,Mármol,balcón,Apartamentos en Avenida Balboa | Lujoso amoblado MODELO B ubicado en el Yoo Panama en alquiler,125,2014
1095,0,0,0,2.5,Apartamentos,,20/10/2020,Ciudad de Panamá,0,1,no,0,0,2,0,,,Apartamentos en Ciudad de Panamá | A ESTRENAR EL CANGREJO 2 REC 2'5 BAÑOS REBAJADO!!!!,0,
900,8.18,0,0,2,Apartamentos,,20/10/2020,Avenida Balboa,0,1,si,0,0,2,0,Porcelanato,terraza,Apartamentos en Avenida Balboa | GANGA!!! APT NUEVO A ESTRENAR!!!! AIRES ACONDICIONADOS INVERTERS NUEVOS!!!,110,1
2950,8.93,8.93,2.9,4,Apartamentos,pacífic Point punta pacífica torre 300,20/10/2020,Punta Pacífica,330,3,si,25,0,4,330,Mármol,terraza,Apartamentos en Punta Pacífica | RENTA AMOBLADA O VENTA GANGA “PACIFIC POINT “Piso 25- OPCION A COMPRA,330,10
2200,0,13.01,0,2,Apartamentos,Ave Balboa Edif. Yoo.,20/10/2020,Avenida Balboa,169,2,si,23,0,2,169,Mármol,balcón,Apartamentos en Avenida Balboa | Se alquila lujoso yoo 21E amoblado,0,
1500,0,0,0,1.5,Apartamentos,PUNTA PACIFICA PH TRUMP,19/10/2020,Punta Pacífica,,1,si,0,0,1,0,,balcón,Apartamentos en Punta Pacífica | ALQUILER/VENTA PH MARRIOT (TRUMP) PUNTA PACIFICA,0,
3000,8.54,8.54,3.7,3.5,Apartamentos,SANTA MARIA,19/10/2020,Santa María,351,3,si,1,0,3,351,Mármol,balcón,Apartamentos en Santa María | PH VALERY POINT – SANTA MARIA,351,2017
875,0,0,0,1.5,Apartamentos,,19/10/2020,El Cangrejo,0,1,no,0,0,2,0,,,Apartamentos en El Cangrejo | muy cerca metro,0,
1650,7.5,0,0,2,Apartamentos,,19/10/2020,Avenida Balboa,0,1,no,0,0,2,0,,,Apartamentos en Avenida Balboa | AC: REMATE!! PH YATCH CLUB/AMOBLADO/216M2/Desde 1650.00,220,
900,6.92,0,0,2,Apartamentos,Av Circunvalación - PH Pacific Hills - Torre Elite 400,19/10/2020,Dos Mares,,2,si,11,0,2,0,Cerámica,balcón,Apartamentos en Dos Mares | Alquilo Apartamento en DOS MARES PH Pacific Hills con muebles,130,10
1800,11.76,0,0,2.5,Apartamentos,PUNTA PACIFICA PH OCEAN CLUB ( ANTIGUO TRUMP ),19/10/2020,Punta Pacífica,,2,si,0,0,2,0,,balcón,Apartamentos en Punta Pacífica | ALQUILER/VENTA PH OCEAN CLUB ( TOC ) PUNTA PACIFICA,153,
3200,11.67,0,0,3.5,Apartamentos,COSTA DEL ESTE PH REGALIA,19/10/2020,Costa del Este,,2,si,0,0,3,0,,balcón,Apartamentos en Costa del Este | ALQUILER PH REGALIA COSTA DEL ESTE,274,
900,9.47,0,0,2,Apartamentos,VIA ISRAEL PH SAN FRANCISCO BAY,19/10/2020,San Francisco,,1,si,0,0,2,0,,,Apartamentos en San Francisco | ALQUILER/VENTA PH SAN FRANCISCO BAY VIA ISRAEL,95,
500,6.66,8.33,2.6,1,Apartamentos,Calle 5ta Rio Abajo,19/10/2020,Río Abajo,60,0,no,3,0,2,60,Porcelanato,balcón,Apartamentos en Río Abajo | ALQUILO APARTAMENTO EN VIA ESPAÑA,75,2020
850,11.33,0,0,2,Apartamentos,VÍA TRANSISTMICA PH COSMOPOLITAN TOWERS.,19/10/2020,Vía Transístmica,0,2,no,18,0,2,0,,balcón,Apartamentos en Vía Transístmica | Alquilo en Cosmopolitan Towers - LINEA BLANCA - Transistmica,75,
850,0,0,0,2,Apartamentos,,19/10/2020,Vía Porras,0,1,no,0,0,1,0,,,Apartamentos en Vía Porras | Apartamento amoblado,0,
900,8.18,0,0,3,Apartamentos,PH Dalí El Cangrejo,19/10/2020,El Cangrejo,0,1,no,6,0,2,0,,balcón,Apartamentos en El Cangrejo | APARTAMENTO EN ALQUILER/El Cangrejo,110,
4000,0,0,0,3.5,Apartamentos,,18/10/2020,Costa del Este,0,3,no,0,0,4,0,,,Apartamentos en Costa del Este | RENTA ACQUA I - COSTA DEL ESTE 4 REC PRIMERA LINEA,0,
850,0,0,0,2,Apartamentos,,18/10/2020,San Francisco,0,1,no,0,0,2,0,,,Apartamentos en San Francisco | Alquilo en SAN FRANCISCO,0,
1450,9.66,0,0,4,Apartamentos,,18/10/2020,Punta Pacífica,0,2,no,16,0,3,0,Mármol,balcón,Apartamentos en Punta Pacífica | Se alquila apto amoblado en costa pacífica,150,
475,6.33,0,0,1,Apartamentos,Calle 50 Final,18/10/2020,Coco del Mar,,0,no,0,0,1,0,Granito,,Apartamentos en Coco del Mar | Apartamentos Remodelados en Coco Del Mar tipo estudio en $475.00 y de 2 recamaras desde $600.00,75,
400,8,0,0,1,Apartamentos,,18/10/2020,Parque Lefevre,,0,no,1,0,1,0,Otro,,Apartamentos en Parque Lefevre | Amplios Apartamentos Remodelados de 1 recamara desde $ 400,50,
2000,10.86,0,0,3.5,Apartamentos,CALLE ERICK DEL VALLE EL CANGREJO,17/10/2020,El Cangrejo,0,2,si,33,0,4,0,Cerámica,terraza,Apartamentos en El Cangrejo | LUXOR 300 VTA. $ 498K RENTA $ 2000 CON VISTA ESPECTACULAR.,184,2017
900,10,0,0,2,Apartamentos,,17/10/2020,Vía Porras,0,1,si,0,0,2,0,,balcón,Apartamentos en Vía Porras | ID 2652 PH NUEVO CERCA MULTIPLZA COCINA ABIERTA,90,
1300,0,0,0,2,Apartamentos,,16/10/2020,Avenida Balboa,0,1,no,0,0,2,0,,,Apartamentos en Avenida Balboa | Se alquila apto Full Amueblado en Avenida Balboa,0,
950,0,0,0,2,Apartamentos,,15/10/2020,Edison Park,0,1,si,0,0,2,0,,balcón,Apartamentos en Edison Park | APARTAMENTO EN EDISON PARK PH VIVENDI GREEN,0,
1450,6.97,0,0,3.5,Apartamentos,,15/10/2020,San Francisco,0,3,no,0,0,3,0,,,Apartamentos en San Francisco | UN SOLO APARTAMENTO POR PISO DE 208M2 3 recamaras con cuarto baño de servicio,208,
280,0,0,0,1,Apartamentos,,15/10/2020,Las Acacias,0,1,no,0,0,1,0,,,Apartamentos en Las Acacias | Se alquila apartamentos sonsonate milla8,0,
1100,10,0,0,3,Apartamentos,,15/10/2020,Obarrio,0,1,si,15,0,3,0,Porcelanato,,Apartamentos en Obarrio | Apartamento de Lujo Totalmente amueblado PH The SeaWaves,110,2014
900,10.11,10.11,0,2,Apartamentos,Av. Transistmica cerca de la estación de metro de la 12 de octubre,15/10/2020,12 de Octubre,0,2,si,11,0,3,89,Cerámica,balcón,Apartamentos en 12 de Octubre | Oportunidad Apto en Central Park Full Amoblado 900 $ NEGOCIABLE,89,
950,7.98,0,0,2,Apartamentos,Condado del rey,14/10/2020,Tumba Muerto,,2,si,5,0,4,0,Cerámica,balcón,Apartamentos en Tumba Muerto | Se alquila Apto de 3 recamaras estudio 2 baños cerca de la universidades,119,6
1050,0,0,0,2,Apartamentos,,14/10/2020,Marbella,0,1,no,0,0,3,0,,,Apartamentos en Marbella | alquilo marbella MAR PLAZA,0,
550,0,0,0,1,Apartamentos,,13/10/2020,La Loceria,0,1,no,0,0,2,0,,,Apartamentos en La Loceria | ALQUILO APARTAMENTO LA LOCERÍA PLANTA BAJA EXCELENTES CONDICIONES Y UBICACION. CERCA DE TODO.,0,
600,0,0,0,2,Apartamentos,,13/10/2020,Villa de las Fuentes,0,1,no,0,0,2,0,,,Apartamentos en Villa de las Fuentes | REBAJADO!! POR EL TIEMPO DE PANDEMIA A SOLO. 400,0,
500,0,0,0,1,Apartamentos,,13/10/2020,Villa de las Fuentes,0,1,no,0,0,2,0,,,Apartamentos en Villa de las Fuentes | OFERTA!! RENTO APTO DE 2 REC 1 BAÑO UN ESTACIONAMIENTO A 400.,0,
750,0,0,0,2,Apartamentos,,13/10/2020,San Francisco,0,1,no,0,0,3,0,,,Apartamentos en San Francisco | APTO DE 3 RECÁMARAS A UNA CUADRA DEL METRO. PH PLAZA VALENCIA,0,
700,0,0,0,1,Apartamentos,,13/10/2020,Betania,0,1,no,0,0,2,0,,,Apartamentos en Betania | Moderno apartamento 2 rec 1 b cerca de la escuela Oxford. Edison Park. Solo $700,0,
1100,10,0,0,2.5,Apartamentos,,13/10/2020,Carrasquilla,0,2,si,17,0,3,0,Cerámica,balcón,Apartamentos en Carrasquilla | Hyde Park 110m2. Línea blanca Aires. Piso 17,110,9
700,0,0,0,2,Apartamentos,,13/10/2020,Parque Lefevre,0,1,no,0,0,3,0,,,Apartamentos en Parque Lefevre | Alquilo Apto Linea Blanca y buen estado!,0,
2700,0,0,0,4.5,Apartamentos,,13/10/2020,Amador Cause Way,0,2,no,0,0,4,0,,,Apartamentos en Amador Cause Way | Exhuberante Apartamento 3 recamaras 300m2,0,
1980,0,0,0,2.5,Apartamentos,,12/10/2020,Punta Pacífica,0,2,no,0,0,3,0,,,Apartamentos en Punta Pacífica | ALQUILER DE APARTAMENTOS EN OASIS ON THE BAY MODELO A,0,
2150,0,0,0,3,Apartamentos,,12/10/2020,Punta Pacífica,0,2,no,0,0,3,0,,,Apartamentos en Punta Pacífica | ALQUILER DE APARTAMENTO EN PH WATERS ON THE BAY,0,
1350,0,0,0,4.5,Apartamentos,,12/10/2020,Vía Argentina,0,1,no,0,0,4,0,,,Apartamentos en Vía Argentina | A ESTRENAR!! Alquiler con Opción a Compra 145 M2 EN EL CANGREJO,0,
1300,0,0,0,2,Apartamentos,,12/10/2020,San Francisco,0,1,no,0,0,2,0,,,Apartamentos en San Francisco | Alquiler apartamento San Francisco. P.H. QUADRAT,0,
1200,8.75,0,0,2,Apartamentos,AVDA BALBOA BELLA VISTA,12/10/2020,Ciudad de Panamá,0,2,no,0,0,2,0,,,Apartamentos en Ciudad de Panamá | Alquiler apartamento Avda. Balboa. PH WHITE.,137,
1200,0,0,0,3,Apartamentos,,12/10/2020,Marbella,0,2,no,0,0,3,0,,,Apartamentos en Marbella | Se alquila amplio apartamento en Marbella Torre Ebbelle I en perfecto estado,0,
725,8.95,0,0,1,Apartamentos,Avenida 5a B Sur- Marbella,10/10/2020,Marbella,,1,no,2,0,1,0,Otro,balcón,Apartamentos en Marbella | Se Alquila Apartamento - P.H. Flamenco - Negociable directo con propietario,81,
4300,0,0,0,4.5,Apartamentos,,08/10/2020,Punta Pacífica,0,4,no,0,0,4,0,,,Apartamentos en Punta Pacífica | Punta Pacifica 525 metros 4 rec.4.5 baños,0,
3000,11.14,0,0,3.5,Apartamentos,THE RESERVE MODELO PROVIDENCE 600,08/10/2020,Santa María,0,2,si,0,0,3,0,,balcón,Apartamentos en Santa María | APARTAMENTO EN SANTA MARIA ALQUILER CON OPCION A COMPRA SE LE RECONOCE DEL ALQ. 100%,269.24,
2800,8.91,0,0,3.5,Apartamentos,PH GREEN GARDEN EN SANTA MARIA,07/10/2020,Santa María,0,3,si,0,0,3,0,,balcón,Apartamentos en Santa María | APARTAMENTOS EN SANTA MARIA ALQUILER OPCION A COMPRA 314M2 PARA ESTRENAR,314,
1550,0,0,0,2,Apartamentos,Campo Limberg,06/10/2020,Costa del Este,0,2,si,0,0,2,0,,balcón,Apartamentos en Costa del Este | Alquiler Costa del Este PH Riverside 2 h 2 b vista al mar,0,
600,7.5,0,0,2,Apartamentos,,06/10/2020,Río Abajo,0,1,si,3,0,3,0,,balcón,Apartamentos en Río Abajo | Alquilo Apartamento en Torres de España - 3 Rec 2 baños,80,
